ID,Minimum car distance
52,2.0845414191360634
67,3.4283968029577947
330,0.9130972815133709
460,8.794361101504167
641,8.758364718359308
1057,9.74244070525779
1093,28.034888874225274
1146,4.392395539408407
1308,3.371179585966155
1487,12.921231586239289
1578,9.023410464480236
1581,23.50922122406697
1720,10.06716851399
1747,3.6065709198842644
1795,8.668567455950999
1829,14.203953760637821
1831,4.611682866180186
1862,10.932271797519942
1890,7.58072426582759
2014,2.3321439822229544
2024,5.167018353324369
2083,11.689790456053863
2087,16.864480970272993
2212,15.149651833089887
2216,8.184092345703112
2243,11.592526811842479
2297,10.770642729868506
2423,9.771176396489599
2428,12.240429756949583
2487,15.30948521465686
2496,6.2906353203045
2838,4.2722588732423965
2909,inf
2932,10.242345722371097
2987,26.648240153895635
3038,6.276384840008978
3044,3.1079352846855466
3045,3.189362522868759
3432,0.8541449170600839
3629,13.533177005459667
4141,9.181404980943624
8101,inf
8104,inf
8277,10.132317017222762
8897,inf
9064,inf
50000090,3.6063990836051403
50010049,8.942972009583366
50020046,1.1762066677383307
50020061,8.159814973632322
50020062,5.080549759930178
50020063,17.115146838283078
50020064,16.78351321113354
50020065,1.3792636692601423
50020066,1.6375184318577947
50020067,4.328164300068486
50020068,3.9513536862006338
50040332,9.021753280982102
100000124,22.7984460588654
100001221,3.019207799939476
100001256,11.585322990313468
100001781,8.811670683453173
100001827,21.544542107696515
100002442,11.229236031294974
100002464,1.6950318635296806
100002471,4.520621434103191
100002748,2.6625874740743427
100003452,9.60389901316549
100003630,7.149644942831823
100004077,18.108168390813734
100004106,10.501125436258027
100004221,7.657151596487115
100004326,inf
100004417,2.5434342647804686
100004539,17.815976381795846
100004896,9.72015352333132
100004980,inf
100005084,11.945016633797753
100005145,14.23592841951139
100005343,4.983812888388972
100005456,17.118552304041806
100005597,7.445509564227258
100005643,9.0920170696583
100005707,14.956828965360538
100005773,8.332003486537035
100005812,inf
100005921,5.293367448817629
100006025,7.69399043090078
100006029,1.5153962431531862
100006140,1.0864508191095552
100006199,2.95580476797411
100006235,2.853768954305753
100006421,12.763615537553088
100006719,27.11480271316266
100006855,18.306201468802218
100007084,6.648121572238318
100007154,13.446147638116814
100007156,13.632691696634657
100007209,10.163693905458155
100007316,4.9713099929192355
100007393,11.743252428234658
100007394,inf
100007428,3.9566815595426235
100007643,14.052497410526616
100008079,7.44290602134772
100008106,4.942546584494785
100008203,7.848865848358004
100008484,4.662411613690189
100008497,4.921462305492151
100008709,10.60497797592002
100008920,18.748398530938168
100009037,14.037174357191772
100009040,13.10757543899228
100009208,6.076077182744565
100009256,0.6741132168147607
100009285,10.088389385683431
100009294,3.360016945960884
100009326,10.665518961626852
100009451,9.809814526526361
100009453,9.733648304526842
100009499,1.62050503385171
100009503,7.223990928426728
100009505,4.4989015899211084
100010037,12.604079977904293
100010064,0.25593124655850413
100010980,6.493304408713068
100011005,4.574254378885551
100011136,7.315083590909631
100011148,9.139578374017368
100011187,29.493991148647435
100011398,35.42185800499964
100011635,10.013834356568037
100012124,6.949810869818354
100012215,8.328295951062849
100012427,6.672506487103985
100012577,7.7468262741395035
100014069,2.921978520670577
100014112,inf
100014127,7.951164511169898
100014157,2.070575828387096
100014201,inf
100014258,1.6190802754836615
100014263,2.119980923827014
100014295,4.809132913431897
100014296,4.531097492513618
100014320,11.910880473618237
100014380,17.362574867550908
100014414,inf
100014417,5.7316051476735534
100014486,3.108608991137746
100014579,11.414591052201061
100014602,23.58178102889795
100014615,8.892523747904317
100014644,9.684297280453158
100014911,12.56556628636316
100014938,24.994046277368607
100015176,9.920479714571915
100015229,2.6568637693024386
100015296,6.161847151188502
100017023,9.538497956543113
100017294,10.839063011158249
100018233,inf
100019446,inf
150030026,5.556920605454694
150040004,9.944311587690802
150040005,inf
150060033,2.929499042076789
150060034,27.427912256523015
150090052,3.325837199154938
150120040,7.3922520687819935
150140003,10.930976470533436
150140035,7.689986836781774
150140036,23.989798826265044
150140037,9.022740604938047
150140038,8.050839256150601
150140039,inf
150140040,inf
150140041,4.850155318061327
150140042,4.5788678431160275
150150045,inf
150150047,inf
150170146,9.589767351566039
200000101,21.948715478153616
200000102,inf
200000294,inf
200000327,inf
200000428,inf
200000547,inf
200000898,7.460892329029784
200000906,21.553324564755055
200000946,11.403096247400638
200000966,6.667881132892668
200001102,inf
200001119,6.751877816050978
200001516,13.633863320274346
200001517,inf
200001646,6.284521947171198
200002129,1.4237751077344414
200002172,10.145971528951536
200002175,7.83818443319892
200002967,13.15057864263808
200003007,13.058909455448493
200003061,4.612716455547114
200003142,1.9930215454088456
200003194,inf
200003283,4.7290552800137755
200003317,21.3027326905343
200003369,8.06248837152897
200003543,3.9217090036022624
200003849,22.906669816954974
200003922,4.653237799254944
200004047,inf
200004060,6.304136005159831
200004207,10.653600603721312
200004269,inf
200004297,2.040533132556606
200004427,inf
200004494,inf
200004605,27.753100513053806
200004914,inf
200004915,inf
200005102,inf
200005103,inf
200005112,26.0546043461586
200005155,7.639934407055191
200005156,7.563765233513301
200005183,3.106279402594744
200005230,14.081056523841273
200005755,28.305350986276405
200006000,7.696840178611233
200006081,3.165194059449446
200006147,4.258151141216245
200006339,13.168370697612625
200006944,20.718624434252146
200007006,5.094294660316021
200007023,10.214038981883327
200007084,9.102070348562158
200007288,0.7031451096156046
200007289,0.70595251961286
200007394,5.231975101168616
200007502,27.029568541117673
200007503,26.481697691357695
200007837,26.756289446479407
200007858,4.59283539765697
200007860,2.1278499785540386
200008053,18.270529550149632
200008083,4.9455718876150305
200008086,9.193175046022702
200008337,10.221975529578385
200008343,4.865068762965237
200008344,4.872607877433624
200008378,17.330555569901776
200008449,16.330710511897056
200008490,6.356348724514235
200008633,inf
200008666,1.7030211220221143
200008717,0.5661923407288535
200009024,0.7889474406394241
200009254,2.804824194077024
200009284,2.9212966869475343
200009380,19.080642778363394
200009382,20.0420538325035
200009384,35.854080351539814
200009480,2.3886960780772024
200009560,7.004521581200074
200010000,8.59551023076825
200010007,11.208593040940599
200010105,12.012061080214368
200010217,0.46342171713906705
200010257,3.7746001562223594
200011224,2.9243791410533992
200011280,2.8952679979900404
200011880,7.309733876605159
200011883,6.874770670921664
200012185,8.227139925428531
200012567,6.951221050962113
200012689,1.3217087893893076
200012723,9.745867793187086
200013012,22.2318591984012
200013055,2.776726590508575
200013067,8.178562719254748
200013164,6.105420881950521
200013166,6.1249006074718295
200013314,inf
200013318,5.8049112805494385
200013319,5.9030012886545835
200013414,9.193904354709773
200013445,3.7920253454527795
200013504,25.597317393785563
200013540,1.8135740141841288
200013544,5.8911001774107
200013830,inf
200014043,15.637002490328399
200014080,15.692970717822202
200014202,inf
200014258,8.39483779526104
200014394,9.993988415707342
200014414,inf
200014511,11.746412572730284
200014643,8.364504510092686
200014644,8.876131966309798
200014646,4.361216501867187
200014647,5.3382291895661
200014693,10.051357642855217
200014720,7.238376101617366
200014742,11.422478929726815
200014914,inf
200015006,inf
200015042,11.911714182274212
200015067,12.459264584473846
200015079,16.688874302742903
200015128,2.098497995717774
200015163,5.840870992974866
200015615,15.092891471338456
200015739,13.34195166854118
200015741,10.010672141957514
200018494,12.02697118745796
200018495,21.475746248856634
200019174,6.749082363668622
200019348,inf
250000077,inf
250010160,6.5446231276650515
250040019,13.334538901796742
250040059,28.616049715292025
250040060,28.83914565356237
250040061,1.981596357989721
250050051,28.68576486811012
250060035,7.965584447549253
250060036,7.559944765824037
250060037,3.0022606264035274
250080018,inf
250080038,6.362886364324981
250080039,6.656182823772026
250080040,inf
250080041,17.415242128641665
250090035,2.222537544814862
250120051,7.0359287778546715
250130022,10.237689690779087
250130026,25.925901751880435
250130027,25.56774163144489
250140035,15.263261742552457
250140047,4.277703046982266
250140048,11.582140701151463
250140049,12.783972262042438
250150133,2.200609243341189
250180104,7.986639902504001
250180133,12.055891562026586
250190458,6.667930892813541
250190459,inf
300000239,inf
300000262,inf
300000322,2.9862873353728125
300000385,6.2542312849472745
300000400,8.130934167523515
300000496,8.808272290482137
300000545,9.258742649369566
300000998,14.794802375284608
300001372,27.98485640283633
300001806,5.291691792340612
300002094,10.697580841134911
300002097,11.333739691587033
350000097,inf
350000098,6.133888235356874
350000099,8.065609386525287
350000100,9.020993563977509
350000101,9.140888016970083
350020054,10.643706340609972
